	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
g2059	556.0303673092325	0.07846116003250513	0.1672418033533507	0.46914801478629925	0.6389638407698985	0.7816229743701771
g206	1840.0236859552867	-0.08479030615553991	0.09879723424916931	-0.8582255039821911	0.39076795570747114	0.5802174711221922
g2060	684.5374732432236	-0.03696502647307701	0.1306569101646292	-0.28291673533761563	0.7772406655264401	0.872460158299825
g2061	4076.631379176813	0.22040242179340416	0.12954139994667144	1.7014052795796375	0.08886691059631746	0.2115211774912348
g2062	1142.062132284282	0.5832418427109898	0.18436373116852345	3.163538940193499	0.0015586349920103677	0.011271737729576892
g2063	369.25747697456967	0.06922798678065349	0.1604189745426924	0.4315448778924204	0.6660722286184655	0.801537348751899
g2064	435.6799216596598	-0.11049101986755598	0.17486554168421212	-0.6318627375260163	0.5274765740136478	0.6984300480187724
g2065	538.1883271129662	-0.10479380611515926	0.14062571791650025	-0.7451965946753991	0.45615288119315867	0.640902497805172
g2066	1111.045425703262	0.018047124117700923	0.1256716396843098	0.1436053843415725	0.8858120886429073	0.9410433232863691
g2067	920.0074875801583	-0.12451860874889865	0.11599037185147515	-1.0735253862996823	0.28303545472688163	0.4719341173118278
g2068	740.1752411194528	-0.14105052195895262	0.12914933723948044	-1.0921505675046859	0.2747669259674351	0.4657589337795544
g2069	128.8682901813398	1.1849979232532877	0.2365274329247531	5.009980908346785	5.443543537189809e-07	1.712448071074294e-05
g207	450.90686994334584	0.0426032873000417	0.14015677791655706	0.3039687978943534	0.7611516627420829	0.8618318916770735
g2070	2981.2696522134534	-0.10554199179037937	0.09445175958253302	-1.1174168936276467	0.2638161152305877	0.454084973281088
g2071	2139.634221753962	-0.09932135339934633	0.10007038763362018	-0.9925149262235674	0.32094640191718793	0.5079969254664085
g2072	715.5267682615698	0.3019914107759691	0.12209653497136866	2.4733823187266157	0.013384087582464274	0.05576703159360115
g2073	3460.3942517898395	-0.22857354962923215	0.09832086415944863	-2.3247715689169546	0.020084178029329106	0.07460928812150051
g2074	3061.7877990579477	-0.1793745339050315	0.0994788055757136	-1.8031432209799607	0.07136572483421133	0.18277178510797
g2075	161.40892646602933	0.5485052048801086	0.2260330864226088	2.426658917777113	0.015238574773027522	0.061354278875507644
g2076	680.0261543896431	0.12723435217060172	0.14057378801669834	0.9051072320501738	0.36540858114364505	0.5554964427642122
g2077	1148.6997090626376	-0.2822122673953084	0.12795179299247186	-2.205614011301214	0.027411037199943075	0.09305455524261251
g2078	1211.1669080317881	0.17687904565094245	0.12406880193254285	1.425652886912803	0.15396856215544055	0.31013265150512703
g2079	2466.330517133981	-0.0834678283796869	0.10028402902140711	-0.8323142697215472	0.40523157813381017	0.5937997510403095
g208	1292.0159411639231	-0.17699808338882567	0.12748686302389522	-1.3883633120351422	0.16502644218531293	0.3258236502351236
g2080	781.988066096128	0.048352380128788154	0.11618332771009512	0.4161731384509727	0.6772833140972965	0.8078580340045499
g2081	642.5935582235738	-0.012878863540465918	0.1449262020628849	-0.08886497649940246	0.9291892180986359	0.9636509061325139
g2082	4516.820797939011	0.5163057651680708	0.3961198147797585	1.3034080747895314	0.19243548122538434	0.3624969768591946
g2083	3291.9341985703436	0.5100234313219335	0.32593541609026533	1.5647990557144194	0.11763003324615902	0.25682670648019107
g2084	164.5822999191831	-0.09107947792073663	0.2562716900052982	-0.35540202633718004	0.7222884310283015	0.8415889545234954
g2085	1334.3602875904137	0.4144896546729137	0.1489014431115117	2.7836510245404678	0.005375083210913896	0.028064922712586385
g2086	167.26778820378203	-0.05245433927075362	0.23345107901466958	-0.22469092664788023	0.8222197236298914	0.9025529097711078
g2087	216.29149933140286	-0.16926158534803193	0.18998867268184935	-0.8909035626111957	0.37298090888428514	0.5628425548879328
g2088	1394.193068297871	0.527190712242424	0.12234400913671555	4.309084817167509	1.6393149483281405e-05	0.00030040844320090924
g2089	4246.526257432502	0.7079159025691029	0.4054594575078885	1.7459597734388272	0.0808179420682283	0.19836653531050835
g209	1004.750593488758	-0.33601845746883746	0.10909576823465471	-3.0800320022138115	0.0020697835402284782	0.013780304875418882
g2090	5037.028577818473	0.385559364612039	0.3297315230090586	1.1693130250135249	0.24227753729442714	0.4287846710203762
g2091	6969.3077164993265	0.5439724503656451	0.18850976657066587	2.885645981433691	0.003906112633495833	0.022478010962571297
g2092	283.7315770979696	-0.042524587002118135	0.20553836376831508	-0.20689367290114402	0.8360928979101682	0.9101779892088229
g2093	347.9251482212867	1.0543020459626256	0.2940369675488737	3.5856105262933764	0.0003362905357315331	0.0033059811780899407
g2094	898.1632739816001	-0.19003480473218992	0.11131642476304832	-1.7071587156765413	0.08779255614702118	0.20975753130063604
g2095	50.489218791958926	0.4453931066975702	0.34297495016515567	1.2986170170244102	0.1940753950628722	0.3648578766744734
g2096	552.7389994739823	-0.15715713635108722	0.1900598837503496	-0.8268822081229865	0.40830382869598947	0.5964964989656967
g2097	103.958227977529	0.6921173719776065	0.30927677009961496	2.2378576048717864	0.02523034246262375	0.08802637966395994
g2098	3627.8490966561567	-0.33958798835058507	0.09183154689620401	-3.697944767656118	0.00021735216565504882	0.002344298358136598
g2099	67.98347265354172	0.5143479491014984	0.4336448288765208	1.1861041913818315	0.23558115551697079	0.42068063485173357
g21	5157.428373920532	0.1556689531196044	0.09453652695095377	1.6466540303555532	0.09962917803156132	0.22932935796899023
g210	387.5763292981447	0.04750057473198146	0.15466409911107643	0.30712088328829024	0.7587513627870055	0.8600277193978444
g2100	1817.356442175007	-0.228220404867097	0.11871807501585352	-1.9223728554950086	0.05455885861552615	0.15244980849268042
g2101	955.2942903185664	0.07598329143636968	0.10930648287114093	0.6951398438640164	0.4869676671178763	0.6677453481184101
g2102	1108.795781929231	0.09746717857567273	0.10832195725017488	0.8997915201122844	0.36823120794799336	0.55725033066395
g2103	649.5203843067156	-0.060480414235945766	0.1570529363291305	-0.3850957240888449	0.7001664958697862	0.8246890863988902
g2104	3507.2862451800524	0.17751184256355826	0.0929635468251353	1.9094779472803307	0.05620046390889506	0.15576853983559388
g2105	372.9581742577873	-0.012744510424401017	0.17582510994559292	-0.07248401794456241	0.9422167238438433	0.9691738780682584
g2106	192.925576003718	-0.10249153336859015	0.24721150541670325	-0.4145904665554662	0.6784417283333205	0.8081784551777484
g2107	1157.4889484504345	-0.0020974847678444613	0.13879910916050864	-0.01511165871690797	0.9879430997135079	0.9938895320654855
g2108	1605.876952948689	-0.14475097461477443	0.11537919656617776	-1.2545673650253748	0.2096358567326605	0.3875491474856971
g2109	962.6815355654816	-0.427954131054252	0.11461008897440592	-3.7340005132516763	0.00018846210885232204	0.0020986562268953263
g211	410.80500149073436	0.40621132932484877	0.14178914805102258	2.8648971723750987	0.004171446739393318	0.023639591220847696
g2110	135.2758498255363	0.034914081615641995	0.2355616481328396	0.1482163242292862	0.882172049234494	0.9396725411569454
g2111	1110.1674905793059	0.06439827072421023	0.11102885422197815	0.5800138277159901	0.5619052929775205	0.7272878878845924
g2112	1130.6974638371019	-0.34968091813609015	0.11931020255709784	-2.9308551208665046	0.0033803038940966087	0.020063910692161475
g2113	2371.4991473654104	-0.6233458881122371	0.09652955503074917	-6.457565125144028	1.0640096885443538e-10	1.1157323817374822e-08
g2114	706.8710413680368	-0.058522553296685355	0.12194291870309087	-0.4799176034089956	0.631285983527689	0.7757040514502413
g2115	1744.791270319741	-0.02148364956708542	0.09789634079829757	-0.21945303973464783	0.8262971570790392	0.9040056911028133
g2116	823.8302734211052	-0.019879231035581563	0.12507564847698915	-0.1589376611486356	0.873717988510268	0.9338293903245363
g2117	226.79987962046246	0.6607130860309381	0.1773502215689665	3.7254708800800986	0.0001949509583194919	0.0021581814300764865
g2118	360.89615260065233	0.1982711056162956	0.15141866709770685	1.309423133994146	0.19039105936785516	0.3600832911391048
g2119	2117.836188953152	-0.9463805268938397	0.48166128929460095	-1.9648257975637318	0.049434403289564444	0.1423454404409655
g212	783.3053276383897	-0.45168730895973647	0.15121363510938335	-2.9870805541643093	0.002816554972440808	0.017458940921123236
g2120	3795.0995585185397	-0.0853542533655938	0.11631438909426677	-0.7338236827811442	0.4630562046837159	0.6445564796021488
g2121	713.4085269930497	0.04028017218793387	0.13782998428108856	0.29224535138730806	0.7700990389408405	0.8681517391288336
g2122	692.2954539591739	0.26194396416251314	0.13124114309463558	1.9958982220509167	0.04594500228756558	0.13529047085457102
g2123	777.5682716992006	-0.26999805160006607	0.12770491713410279	-2.1142337950585053	0.034495303762776146	0.1102017045783281
g2124	226.82344514870945	-0.15404602157946937	0.18801819142866133	-0.8193144525481629	0.41260702890731527	0.5997336167832286
g2125	270.64810475786754	-0.13648339606927018	0.18551149172167455	-0.7357139700759784	0.46190478603455176	0.6439342055311851
g2126	353.79799232409897	-0.22649759481717852	0.17335987040186107	-1.3065168674396228	0.1913768467569359	0.3614045005039685
g2127	497.0193398786282	-0.03849185978088701	0.13321053615271883	-0.28895506986593106	0.772615760593475	0.8693366605783512
g2128	149.6796079629153	0.30487946270883487	0.22799548051776727	1.3372171326223994	0.1811517710808982	0.34677887212494457
g2129	583.7672535832521	0.35541808094776695	0.1533591483481449	2.317553825618035	0.020473582143650262	0.07562404363236765
g213	2177.9673610092987	-0.1948523983769843	0.09995070679621094	-1.9494849473577809	0.05123753870054327	0.14628665926716683
g2130	203.94184298922767	0.3474319599133143	0.21065875451699434	1.6492642838885017	0.09909350332969062	0.228374832154812
g2131	88.74434640831333	0.7226526310027029	0.3010435485510608	2.400492003502051	0.016373048480665613	0.0642497484558344
g2132	1799.1478778904775	0.40958865335269345	0.0995012113476388	4.116418763201451	3.848048740853891e-05	0.000611375819902744
g2133	876.9330117443278	0.26465545434731724	0.18137586372963865	1.45915475689652	0.14452251806329763	0.29699102106094094
g2134	1679.4890306556729	0.07842980470979638	0.10888403557981827	0.7203058216215987	0.4713367211470407	0.6536723447208225
g2135	711.0565866644896	0.3487263744748352	0.1352639806479878	2.5781170478958755	0.00993403422063696	0.04491135231485571
g2136	672.2340021238687	-0.39818133056137683	0.12867912281139143	-3.094373989050285	0.001972286965382371	0.013345365128195234
g2137	473.1359868203646	-0.32459763832040556	0.16837130323225255	-1.9278679447687905	0.05387155379787969	0.15150902610820421
g2138	915.9477299365641	-0.45324846896815196	0.1177458733748367	-3.8493788017968447	0.00011841775813453977	0.0014561141268986566
g2139	594.2273569164128	5.736904109842225e-05	0.1599219067053902	0.00035873159769229176	0.9997137736028682	0.9997137736028682
g214	104.28921895973623	0.5521425578485059	0.2536832367838916	2.1765039142845164	0.02951760130928894	0.09826185621037543
g2140	203.95677354318914	0.3779643663646291	0.1949118496938907	1.939155402599804	0.052482418214317476	0.14872019384971275
g2141	313.27524961649186	-0.03479121498083409	0.16767174186936215	-0.2074959954071505	0.8356225198242877	0.9101779892088229
g2142	1430.707391053811	-0.11641697907088175	0.11642313870658834	-0.99994709268471	0.3173361125830608	0.5048048613973833
g2143	83.51939924795899	0.9849620680161217	0.3743754077215039	2.630947566803935	0.008514717154170051	0.04031718917553294
g2144	2182.9004031748223	-0.4179232511099278	0.09244107752679107	-4.5209690571684025	6.1557186560087635e-06	0.000129820323611358
g2145	1434.8807604045696	0.34462141136307917	0.10256352826801796	3.360077575164127	0.0007792058982812131	0.006415199043785957
g2146	2542.957445803402	-0.18132863019983697	0.08929446783453614	-2.0306815707311383	0.04228730702883011	0.12761551592598963
g2147	545.9705934446745	0.0941225421644912	0.13512866725598058	0.6965401500348587	0.48609062226053357	0.6670272988126188
g2148	209.49536392407197	0.05198579857294428	0.18791936807551413	0.2766388537026909	0.7820574275880912	0.8745038396444287
g2149	958.7881906620281	-0.04099922795796338	0.12327886544875401	-0.33257304736476845	0.7394565913734905	0.8494088449989844
g215	2272.304285056222	-0.16721595281644308	0.09310890076280381	-1.7959180212257901	0.07250755589678744	0.18494325912863013
g2150	3837.429773287878	-0.4487649152757009	0.10696879423534947	-4.195288153742689	2.7252489950291217e-05	0.0004609291039415813
g2151	2725.7022957847507	0.29519319421875106	0.10378269085284404	2.8443393767590064	0.004450361795591178	0.02470605261523044
g2152	456.2094300557708	0.5178194593279899	0.18435196836765583	2.808863197464184	0.0049716767929081935	0.0265460818857545
g2153	430.66998552596243	-0.11659330217621319	0.14099297555622903	-0.8269440496325644	0.4082687746584358	0.5964964989656967
g2154	508.9198802535712	0.09221173056799574	0.13258165469713115	0.6955089735351678	0.48673638954059273	0.6676707378327535
g2155	413.40427503908563	0.3140177567273067	0.19223270507016785	1.6335293030012008	0.10235772296052228	0.23432407772951583
g2156	1693.3021973951984	-0.016009191271651426	0.13686012438503964	-0.11697484087192174	0.9068799906631749	0.9522905192469718
g2157	216.71991761663153	0.15368454720986902	0.2094009444867605	0.7339248043343274	0.46299456867637234	0.6445564796021488
g2158	129.93600933093566	0.3525312267354821	0.268165745409088	1.3146020055532976	0.1886436957486496	0.3573095330922475
g2159	1141.6693294032536	-0.0989782562176637	0.11938820386990184	-0.8290455255154101	0.4070786467295523	0.595628640079093
g216	339.46845167447646	0.1351557246799251	0.1570051882993457	0.8608360407952731	0.3893283519971611	0.5795688413645512
g2160	3071.4590543185823	-0.12357081795208687	0.09901659743573003	-1.2479808552530252	0.21203806831073901	0.3911997611337699
g2161	475.16013727721673	0.29219730210597333	0.17623111846421785	1.6580346572861442	0.0973104712995132	0.22578182492665175
g2162	2598.317241758386	0.044959177206820126	0.13420283930337115	0.33500913572467733	0.7376181947288353	0.8485400564348236
g2163	11284.284485246906	0.2043745566969878	0.08662165169657673	2.3593934391009155	0.01830483718612097	0.0700109021049713
g2164	1177.15442857461	0.3777610401719382	0.1199231821189203	3.150025153579866	0.0016325640600215747	0.01158481626782689
g2165	458.93149114495526	-0.22518972359441505	0.1456316288203897	-1.546296813531804	0.12203290118551176	0.2638454765036122
g2166	1351.8117076654294	0.09812461055705417	0.12185112383022978	0.8052827702579682	0.4206565221096349	0.6077223004071457
g2167	211.6607042399553	0.27648647629108586	0.19709390791989473	1.4028159429638931	0.1606717315666386	0.3199028410675426
g2168	3422.0216248027136	-0.007019136315182487	0.16558681918184148	-0.04238946281995021	0.9661882282519937	0.9817928833516222
g2169	3247.6471881591947	-0.010224143009542979	0.15930939387269805	-0.06417790414614816	0.9488285710549776	0.9730059397774555
g217	743.7646704857892	0.4038972544320542	0.14948847278941765	2.701862203121298	0.00689523324227991	0.034249349328429816
g2170	2972.1509802857013	-0.0775433549492709	0.14323916561918187	-0.5413558129445476	0.5882623574958099	0.7456985895052661
g2171	3418.7500218049627	0.02031493078196806	0.1691620398728124	0.12009154534458333	0.904410629758314	0.9514016751515393
g2172	3082.3174238741267	0.0342164184075564	0.17545121644057027	0.19501955644261013	0.8453776377314145	0.915987538012655
g2173	2812.1717335227745	-0.02481261028567641	0.1569207850831499	-0.15812188469824817	0.8743607560507036	0.9340552785415166
g2174	378.83893524321996	0.30490645290993745	0.1609856641531205	1.893997546389768	0.0582253355475862	0.15904532683946304
g2175	1087.6187044490887	0.4129275424684268	0.14957074526413902	2.7607507185927624	0.005766867509056545	0.029740334490011552
g2176	673.0796666015717	0.33167075236737087	0.12046117004303158	2.7533416141391474	0.005899030616087387	0.03021552316924001
g2177	4091.5591861351836	-0.07328144830083873	0.12573298561398688	-0.5828339154040314	0.5600051112107602	0.7260755224938642
g2178	3623.4892526709614	-0.4069827256039999	0.08747771805556849	-4.652415891158388	3.2806856762664807e-06	7.551578309698759e-05
g2179	655.8177695561681	-0.03627428562983016	0.1258239333375466	-0.2882940047066999	0.7731216959871463	0.8696434481258946
g218	351.09361290489505	0.2132426763182188	0.14795268170965173	1.4412897005590937	0.14950285579126002	0.3043496008377056
g2180	850.7546413381506	-0.1882962690399427	0.1171511166548355	-1.6072938476098653	0.10798992328897673	0.2426950185971583
g2181	39.1364431928777	-0.09024421172792763	0.4076669732059768	-0.2213674829192775	0.8248063092430681	0.9039430719296699
g2182	346.60672751438943	-0.46647644470847427	0.15308935390406084	-3.04708611547743	0.002310714997254052	0.014860219956787133
g2183	311.2196086267653	-0.04837559328138913	0.17603823650780806	-0.27480162401674285	0.7834686503335319	0.875027856511563
g2184	952.67668743752	0.5720794454363	0.13329701559984236	4.29176484456098	1.7725861570282532e-05	0.0003217073434029642
g2185	1953.2807198502485	0.18013182617707163	0.09697192681336743	1.8575667422155495	0.06323056505778596	0.16774095790101334
g2186	1104.0004959450619	-0.014565859780781997	0.10859480796054956	-0.13413035166537152	0.8932994993372922	0.9456549663483673
g2187	988.6613190644904	-0.5488640813570922	0.1150634185486161	-4.770100595657069	1.841339408776549e-06	4.728609706211887e-05
g2188	988.1691064129906	-0.5476698925595056	0.11500838051897005	-4.761999865472154	1.916838104650299e-06	4.889232327739784e-05
g2189	1547.9129002320597	-0.2872380473779821	0.11944008200671709	-2.404871484949486	0.016178154000451694	0.06401732846090687
g219	767.0785903973792	-0.2242283081035769	0.15718765981715022	-1.4265007085442474	0.15372386253111706	0.3099933659481661
g2190	1517.7195442293644	-0.19179752117903837	0.11054760531999402	-1.734976715450834	0.08274492955175375	0.20165404070876072
g2191	99.64970320642743	-0.1760084065104332	0.2749891545909106	-0.6400558115547257	0.5221363155730814	0.6950157233033788
g2192	951.7303996438535	-0.057009745969114865	0.1371758050732912	-0.41559621930890306	0.6777054936586817	0.8078580340045499
g2193	558.9897726539755	-0.1423758269188119	0.1543762906562801	-0.9222648524170894	0.3563904426213641	0.5466777411197276
g2194	2592.055299482303	-0.09780254897369363	0.1077674862847487	-0.9075329892661205	0.36412501242270656	0.5547102186826947
g2195	45.98204362037411	0.3422688335393106	0.5080713829266638	0.6736628848641816	0.5005256633734041	0.6772307966269825
g2196	235.00109833015497	-0.27291629968105297	0.20139188855837348	-1.3551504066756301	0.17536964162488589	0.338976137805399
g2197	1069.3615335205582	0.48716218959165275	0.128073901167785	3.8037584952881156	0.000142517128007475	0.001679047287885191
g2198	534.2448712776513	-0.027234548496679053	0.169783209550753	-0.16040778454325236	0.872559857845269	0.9331199612934533
g2199	872.7252500188283	-0.2359812299215381	0.11037175525432975	-2.1380581415758617	0.032512024665969474	0.10553129244542972
g22	1394.4798082890347	-0.9762503664602274	0.11489053191452345	-8.497222096478243	1.9418168180383462e-17	1.4660716976189513e-14
g220	736.7362867795606	-0.14030394580583705	0.1312594717961859	-1.0689053055439306	0.2851123410340124	0.47330654679129147
g2200	106.87901231036653	0.02705794380578852	0.26685764482242436	0.10139467364254731	0.9192371645024678	0.9588853557950934
g2201	6266.638646606949	0.6195529649918438	0.11848825103614426	5.228813486350239	1.706013647733786e-07	6.3139230590147465e-06
g2202	461.32311397832547	-0.009355489828436632	0.21116290228292078	-0.04430460903545423	0.9646615978049728	0.9812981761556918
g2203	1052.8378478035659	0.0011343485255271924	0.10811379936986652	0.010492171509452641	0.9916286119385613	0.9954826852074111
g2204	171.01662627897977	-0.17321818954508914	0.20132434267475754	-0.8603936674708318	0.3895720753622992	0.5795688413645512
g2205	477.80218691302883	-0.4276141121991718	0.1645103091401059	-2.599314987822389	0.009341001626097054	0.04300278187623949
g2206	297.7558053749151	0.09553236190647611	0.19226322206252858	0.4968831838020832	0.6192714306864545	0.7674818289039284
g2207	88.36573125214841	0.021871059413942122	0.3187524182804943	0.0686145677950469	0.945296422773071	0.9711201018463324
g2208	1074.5811480317952	-0.060624629905812716	0.12708652845542598	-0.4770342745421365	0.6333377153982018	0.7768747334470354
g2209	756.5704031087334	0.07983839202894408	0.1988091154359337	0.4015831560533854	0.6879908281949112	0.8158260576209163
g221	1017.8425320761436	-0.3271796628526467	0.12832891685228326	-2.5495396585420913	0.01078652420940456	0.04785253262206262
g2210	351.85750372747276	0.8485882485065748	0.17644547009693623	4.809351285926322	1.51420899522781e-06	3.997299969919569e-05
g2211	325.8992516962124	0.16808322074002613	0.2129417963716513	0.7893387939992172	0.4299140184723139	0.6168473659190364
g2212	1630.3370480285002	0.341725231388064	0.11452662262270075	2.983806066768002	0.0028468714966747182	0.017589099672581116
g2213	765.2493830769786	-0.14092413976600865	0.1308857050861601	-1.0766961882754147	0.2816160158232176	0.47165060325317054
g2214	856.6099481093794	-0.06410797186854807	0.11156608724438674	-0.5746188062338231	0.5655491303678254	0.7306208158709212
g2215	316.0686645736981	0.01764917407936637	0.2142293854202485	0.08238446861407189	0.9343409863133696	0.9661603548990473
g2216	771.5010674696911	0.03785457912029906	0.12280878449070085	0.30823999502385296	0.7578997214006675	0.8596969496056249
g2217	750.9811535651985	0.05571235379680981	0.11432857520263813	0.48730034200167527	0.6260455053941834	0.7720750679069069
g2218	303.4074639289322	-0.35588162847025734	0.16578172966527685	-2.1466878719917055	0.03181813894356934	0.10408446664815796
g2219	3035.472882142158	-0.08084561391398604	0.1554939441582875	-0.5199277332092623	0.6031139449112859	0.7546420755850528
g222	98.00271949737355	0.09939164127814834	0.3240479975546141	0.3067188874123414	0.7590573522182616	0.8600277193978444
g2220	47314.93898470871	1.5517855320876384	0.5326520121639529	2.913319571972238	0.0035760842632805534	0.020929795494393937
g2221	11988.057652659088	1.427904052839221	0.4639048108409843	3.0780108752281796	0.002083873100673896	0.013801089394813958
g2222	283.18890381842704	1.0277213963473164	0.3161848502152874	3.2503815272855423	0.0011525027699293689	0.008796745114274277
g2223	325.76803290625446	0.2503579712271013	0.24164052637785313	1.0360760878149085	0.3001666468945263	0.4877869530894692
g2224	104.11176047304525	1.2645436924990785	0.3324849090846698	3.8033115427114095	0.00014277461706255532	0.001679047287885191
g2225	4735.785012966916	-0.2612454305317164	0.11919579816870121	-2.191733555590343	0.028398751305906078	0.09487147880995193
g2226	46.50031370404215	0.9055449567633361	0.5958882774520518	1.5196555982529811	0.12859755653722624	0.2745903304248083
g2227	994.5363056265397	0.5964323974682018	0.1403897914429687	4.248402902646192	2.1529992570169536e-05	0.00037979309323546727
g2228	2770.814792122101	-0.0388588551974307	0.11296650017055675	-0.34398565184157803	0.730857076576628	0.8446936767067584
g2229	461.7240075531151	-0.35811866494627936	0.16817012681551993	-2.1295022589780768	0.03321272818770693	0.1075283438324131
g223	1180.7734748011262	-0.24417330683381752	0.128019770742781	-1.9073093586803378	0.0564805390190784	0.15642995949891486
g2230	130.3342991091645	-0.012059974780289535	0.25824002187021255	-0.04670064187940121	0.9627518187598879	0.9801478198000476
g2231	1208.3531915280294	0.24459506369973769	0.10778405569879895	2.269306551084468	0.02324969043593114	0.08303460869975407
g2232	1469.0618810224203	0.2550551405191501	0.11490997170373567	2.219608418116584	0.02644536034678926	0.09059095763078899
g2233	2047.1612874791117	0.2513731177690548	0.10637022708741613	2.363190571760967	0.018118349925976645	0.06957962458856748
g2234	1861.9203966227772	-0.43632138131850384	0.12423090172172598	-3.5121807478774687	0.00044444562108777866	0.0040767592150273745
g2235	1834.7261881044335	0.029971025280640405	0.12190319640089248	0.24585922408529215	0.8057912095536794	0.8909964311848683
g2236	1309.1607084790219	0.08256215599921274	0.12616678027550823	0.6543890223632811	0.5128612050622825	0.6870301806636325
g2237	1003.724264862405	0.10595396438681824	0.13006156876112868	0.8146446747956231	0.41527573039938614	0.6024849662788941
g2238	929.2296740562873	0.07469432360567546	0.12764780506532522	0.5851594829025833	0.5584404856748103	0.725684280007714
g2239	583.2709985272767	0.06207477607187961	0.14850683216624835	0.41799272913174124	0.6759524332400568	0.8072192960092456
g224	862.5067697362764	0.017968210138096918	0.11959475717081093	0.15024245680296722	0.8805733303449677	0.9387642818560443
g2240	58.83978810875058	0.7314319881023517	0.35059848183224923	2.0862383210555935	0.03695704060476119	0.11553347821007325
g2241	764.6901885643366	-0.01877497125866783	0.17296546684455835	-0.10854751298732153	0.9135613932203815	0.9560747680729234
g2242	633.7773078574793	-0.1832736212976063	0.12188354193103716	-1.5036781701117958	0.1326642527041889	0.2797822985817207
g2243	505.2840873504701	-0.3117677149926789	0.14299233643426165	-2.1803106569701307	0.029234441645336	0.09740513434346285
g2244	486.2021018994592	-0.860307319314518	0.1716734766282064	-5.011300150795496	5.406351136513743e-07	1.712448071074294e-05
g2245	181.53494129439557	-0.0524269550981419	0.20578159128766638	-0.2547698983669203	0.7989008258590423	0.8870148875346721
g2246	152.68319351223428	0.37895527191924155	0.2124807712448714	1.783480310707825	0.07450815027050943	0.18826523913733137
g2247	1273.4697973317166	-0.13459795003020383	0.11597800366252067	-1.1605472225738989	0.24582607909426135	0.43263097835936437
g2248	447.0868839841913	0.18281852923321834	0.19266843928620495	0.948876369739235	0.3426834942158562	0.5313146045583399
g2249	1292.3257949503359	0.834869513711432	0.2098097709564442	3.979173657668918	6.915521517031443e-05	0.0009633244917636051
g225	686.1986384197793	-0.13199747904958328	0.12093750773759757	-1.0914519533177658	0.27507406247381594	0.46586118700702345
g2250	1000.7176263988309	1.1553416989183478	0.5429541431384824	2.1278808045188335	0.03334696749135107	0.10775951017469929
g2251	1061.0371415103893	0.3067167421451288	0.11951690070920604	2.566304349636664	0.01027885945335885	0.04608396013827751
g2252	106.36227005272885	1.725804891709679	0.41164502503263334	4.192459004145295	2.7594696024052284e-05	0.0004609291039415813
g2253	942.2392411345163	-0.25534080711859314	0.10999661314260947	-2.321351538229149	0.02026787878435141	0.07501102197149664
g2254	641.3913278373215	-0.3142942567886878	0.12121124309735169	-2.5929464029690714	0.009515759881205234	0.043479376589624995
g2255	1426.3516163272914	-0.20319678322705922	0.10451471355802021	-1.9441930835341832	0.05187217153573993	0.14767529980951602
g2256	135.17442447996805	0.2680123891635627	0.245140869729217	1.0932994953457151	0.2742623244036745	0.46511243244558453
g2257	281.82121386347626	-0.08325998469834721	0.1835067545940686	-0.4537161854479137	0.6500331158846036	0.7900434682757175
g2258	292.53768868085416	-0.6972084764636594	0.16742543080189998	-4.164292563706202	3.123194284967406e-05	0.0005103921396429419
g2259	958.547280197798	0.028543037410751874	0.14095478806036313	0.20249782078015308	0.8395275618888391	0.9114801685735886
g226	206.1046867364008	-0.11222681187945935	0.19156520881833555	-0.5858413047532336	0.5579821638155836	0.7253383844365799
g2260	1434.110886080054	-0.045807753486229494	0.10722030093935067	-0.42723022678457806	0.6692116472866281	0.8030114330918693
g2261	660.7910502349927	-0.19041209783189614	0.18265718181223967	-1.0424561243238057	0.2972002573157736	0.48505446232902955
g2262	15073.578317331006	0.9185277863028671	0.1361910425773646	6.7444067459949775	1.5365353825776067e-11	2.0001451962863674e-09
g2263	173.1645695511255	1.2692295630720423	0.2554548599387727	4.9685081872243515	6.746995211579486e-07	2.005504482182091e-05
g2264	359.9064800793967	-0.5148581980261335	0.15411106082165804	-3.3408257349025905	0.0008352963355576846	0.006840007953861735
g2265	1750.3890795049356	-0.5014192755721399	0.10729983019066858	-4.673066813629927	2.967351820418745e-06	7.045127749736328e-05
g2266	3542.476831210092	-0.2487727891116435	0.09448427468452213	-2.632954424874217	0.008464570477285167	0.04017600127203995
g2267	4846.816739547604	0.06982133372301612	0.10348616972339585	0.6746924145481358	0.49987120483750946	0.6769801408157252
g2268	466.76454536941264	0.40132954497404943	0.22497287260266613	1.7839019448484978	0.0744395998447699	0.18821801032418375
g2269	4465.186663696454	0.0565644619485766	0.10287495128044345	0.5498370715566941	0.5824311292002494	0.7420848721710053
g227	61.77671323167067	0.8423563215641081	0.344591980549167	2.4445035552529903	0.014505165114991251	0.059196754928748076
g2270	11402.684167845282	0.8725989170505002	0.3768176923075813	2.3157058037981733	0.020574337310054997	0.07569862918095391
g2271	481.67985817500175	0.9479049773213029	0.23540256224508627	4.026740271137763	5.655544475131905e-05	0.0008275069920008892
g2272	403.6173079983775	0.4679100691462789	0.1909157343292852	2.45087221747393	0.014251053448578748	0.05834894443425681
g2273	401.66229018011836	0.09354286222260354	0.14601221002271192	0.6406509579442234	0.5217494838331205	0.6947457853509805
