	Merozoite_1	Merozoite_2	Merozoite_3	IntraEri_1	IntraEri_2	IntraEri_3
g174	359.25027245109055	307.5031017459833	331.00589613252237	452.6935827293869	455.22781745262205	442.8550934271694
g1740	1115.4621719199606	1051.306415916896	1029.4587044855512	1213.1393817879623	1270.364992385837	1208.7543961768674
g1741	512.0804988529356	492.64894834696804	546.6152413197617	389.15764129368347	453.58439572896634	430.46753836626954
g1742	1115.4621719199606	870.9904609663716	874.5843861116188	974.8796014040744	1010.7043600482402	1058.7488466112834
g1743	1115.4621719199606	870.9904609663716	874.5843861116188	974.8796014040744	1010.7043600482402	1058.7488466112834
g1744	621.2449462828251	798.5420862094645	711.6120641625787	810.0832533052186	797.0595359730024	755.6408587148904
g1745	315.5844934791348	254.37429359091814	407.93693009604436	385.186644953952	317.1803926655453	357.8842079313095
g1746	319.5541097493126	164.216316115656	230.79310189056605	222.37579502496197	281.02511474512045	285.10732194852295
g1747	113.13406370006719	373.5116209689431	293.5526295976498	148.9123627399299	105.17899031396321	135.87599457424514
g1748	25.802505756155675	151.33660504776142	162.97232194904007	67.50693777543489	16.43421723655675	36.969109634872964
g1749	1081.7204336234495	1051.306415916896	1018.3239495697783	738.6053191900522	915.3859000762111	878.548631584756
g175	432.68817344937975	481.37920116256026	524.3457314882158	625.4319235077056	599.8489291343215	611.8290866797563
g1750	2246.8028089206327	2017.28474600899	1942.5086075789309	2150.2945179645876	2003.331081136268	1991.4930315874763
g1751	267.94909823700124	365.461801551509	469.68420735623965	222.37579502496197	295.8159102580215	224.91154657446276
g1752	460.47548734062434	416.98064582308734	438.3044435026978	258.11476208254516	338.5448750730691	336.20598657473477
g1753	581.5487835810471	565.097323103875	465.6352055686859	692.9388612831405	724.7489801321527	680.9284172538382
g1754	383.0679700721573	503.9186955313758	425.145187693148	448.7225863896554	534.1120601880945	489.8890915490235
g1755	599.4120567968472	462.0596345607184	482.8434631657895	597.6349491295853	519.3212646751933	516.5997571490888
g1756	1980.8385188187203	2004.4050349410954	1771.4382820547833	1763.12237484077	1557.96379402558	1539.9279385081118
g1757	412.8400920984908	542.5578287350596	522.3212305944389	401.0706303128779	341.83171852038043	422.91887200103366
g1758	154.81503453693404	317.16288504690425	262.1728657441079	99.2749084932866	105.17899031396321	138.585772243817
g1759	748.2726669285146	714.8239642681497	669.0975453932639	825.9672386641445	815.1371749332149	836.1599666107394
g176	619.2601381477361	592.4667091231511	551.676493554204	681.0258722639461	680.3765935934496	630.7975303667591
g1760	922.9357828163376	996.5676438783438	928.2336597967064	820.0107441545473	982.7661907460938	812.3526342280725
g1761	379.0983538019795	468.4994900946657	417.0471841180404	542.0410003733448	547.2594339773399	530.148645496948
g1762	1915.3398503607866	2310.298172803592	1891.8960852345085	1912.0347375806998	2090.432432490019	1988.589698370078
g1763	182.60234842817863	148.11667728078777	184.22958133369747	115.15889385221246	124.90005099783131	115.93977314810947
g1764	776.0599808197592	824.3015083452538	2521.0097379756785	573.8089710911966	714.8884497902187	646.8626408363637
g1765	1393.3353108324063	1828.9189716410317	1419.1751265376035	1161.5164293714531	1313.0939572008845	1267.4017271683151
g1766	946.7534804374044	1587.424389118008	1148.904257218388	1026.5025538205834	921.9595869708338	1073.6526237939286
g1767	797.892870305737	938.6089440728182	802.7146043825389	825.9672386641445	655.7252677386144	680.3477506103585
g1768	293.7516039931569	267.25400465881273	446.9085723012496	172.73834077831867	192.280341667714	175.94199297434307
g1769	1045.9938871918494	1202.6430209646574	924.6907832325969	921.2711508176997	808.5634880385921	873.9032984369186
g177	337.41738296511267	305.8931378624965	295.5771304914267	186.6368279673788	195.56718511502535	200.13643645266308
g1770	523.9893476634691	552.2176120359806	491.9537171877855	409.01262299234077	463.4449260709004	470.727092314194
g1771	2137.638361490743	2233.0199063962245	2950.2039274563804	2728.0744853955157	2614.6839623361793	2558.804342267124
g1772	1323.867026104295	1666.3126194088625	1887.3409582235106	2209.85946306056	2197.2548445276375	2134.530581431304
g1773	2024.504297790676	2451.9749945504323	2370.690546612744	3514.3317606623455	3398.5961245199364	3348.317421851662
g1774	261.99467383173453	262.42411300835226	224.71959920923535	170.75284260845294	149.55137685266644	162.19954907865733
g1775	688.7284228758476	692.2844698993342	806.7636061700928	756.4748027188439	647.508159120336	632.7330858450248
g1776	914.996550275982	1126.9747184407765	1276.4478135263323	816.0397478148159	752.6871494342993	740.7370815322453
g1777	178.63273215800083	164.216316115656	154.87431837393248	236.2742822140221	169.27243753653454	197.81376987874435
g1778	444.59702225991316	309.11306562947016	437.2921930558094	273.998747441471	308.96328404726694	267.493767096306
g1779	355.28065618091273	439.52014019190284	503.08847210355844	349.4476778963688	351.6922488623145	318.0117650790381
g178	319.5541097493126	296.23335456157554	280.39337378809995	180.68033345778161	182.41981132577993	192.97488118308036
g1780	718.5005449021811	524.8482260167045	630.6320284115028	544.0264985432106	678.7331718697939	629.6361970797998
g1781	3951.752996961996	4736.513745218235	4351.664671173437	2964.348767609538	2765.878760912501	2821.6527762155924
g1782	216.34408672468987	336.4824516487461	302.6628836196458	158.83985358925855	182.41981132577993	168.97399325258692
g1783	281.84275518262353	420.20057359006097	314.8098889823072	208.47730783590185	276.09484957415344	228.39554643534086
g1784	2693.3846393156346	2878.6154236744405	3269.568943449686	1788.9338510490245	1804.4770525739314	1665.158377951896
g1785	3270.963806626504	3050.8815592075307	2667.2799275510592	3015.971720026047	3268.765808351138	3141.212985677243
g1786	974.540794328649	772.7826640736754	736.9183253347899	1050.3285318589722	972.9056604041597	943.7768512023067
g1787	1139.2798695410274	832.3513277626878	864.4618816427343	1187.3279055797077	1216.1320755051997	1130.3643993071107
g1788	230.23774367031217	309.11306562947016	478.7944613782357	450.7080845595211	397.7080571246734	355.36798580956423
g1789	7.939232540355592	24.149458252302356	31.379763853541874	3.970996339731464	16.43421723655675	14.129554991338884
g179	186.57196469835642	265.6440407753259	424.13293724625953	315.6942090086514	281.02511474512045	359.432652313922
g1790	351.31103991073496	231.83479922210262	363.3979104329527	389.15764129368347	391.1343702300507	342.0126530095316
g1791	922.9357828163376	1146.2942850426184	1086.1447295113041	1236.965359826351	1263.7913054912142	1223.6581733595126
g1792	297.7212202633347	359.0219460175617	291.5281287038729	357.38967057583176	451.9409740053107	388.85309558355914
g1793	950.7230967075822	1502.0963032932066	1263.2885577167826	984.8070922534031	1025.4951555611412	1048.1032914808227
g1794	345.35661550546826	312.3329933964438	461.5862037811321	220.39029685509624	215.28824579889346	233.23443513100486
g1795	2034.4283384661205	2154.13167610537	1831.1610584212017	1838.5713052956678	1676.2901581287888	1837.229259969708
g1796	641.0930276337141	804.9819417434119	778.4205936572162	613.5189344885111	708.314762895596	718.865304627844
g1797	3368.21940524586	3793.0749094949565	3276.654696577905	3105.3191376700047	3355.8671597048888	3246.5072036948914
g1798	3368.21940524586	3793.0749094949565	3276.654696577905	3105.3191376700047	3355.8671597048888	3246.5072036948914
g1799	1621.5882463676296	1471.5069895069569	1506.22866497001	1838.5713052956678	1891.578403927682	1819.4221495696645
g18	514.0653069880246	254.37429359091814	326.9568943449686	478.5050589376414	460.15808262358905	394.07909537487626
g180	2903.774301635058	2582.3820691128653	2369.678296165856	2722.1179908859185	2925.2906681071017	2901.397661920135
g1800	1395.3201189674953	1653.432908340968	1603.404707871301	1080.1110044069583	1206.2715451632655	1073.846179341755
g1801	502.1564581774912	996.5676438783438	843.2046222580768	438.79509554032677	476.59229986014583	462.01709266199884
g1802	414.8249002335797	561.8773953369015	479.8067118251241	428.8676046909981	484.8094084784242	502.6637577055764
g1803	430.70336531429086	608.5663479580194	531.431484616435	436.809597370461	458.51466089993335	480.404869705522
g1804	984.4648350040934	1093.1654768875533	1080.0712268299735	1010.6185684616576	910.4556349052441	954.4224063327675
g1805	2715.2175288016124	2891.4951347423353	2618.6919061004137	2203.9029685509627	2179.177205567425	2131.2401371182527
g1806	293.7516039931569	330.04259611479887	557.7499962355346	180.68033345778161	202.14087200964804	184.26488153088516
g1807	250.08582502120115	323.60274058085156	239.90335591256206	256.12926391267945	259.66063233759667	272.7197668876231
g1808	369.174313126535	404.1009347551927	463.610704674909	291.8682309702626	295.8159102580215	324.5926537051412
g1809	1492.5757175868514	1556.8350753317584	1345.2808439147468	1425.5876859635955	1456.0716471589283	1551.154160282052
g181	1335.7758749148284	1566.4948586326793	1366.5381032994042	1826.6583162764734	1871.857343243814	1838.971259900147
g1810	724.4549693074478	629.495878443348	684.2813020965906	724.7068320009921	640.9344722257133	675.315306366868
g1811	287.79717958789024	268.8639685422996	376.5571662425025	319.66520534838287	330.3277664547907	322.0764315833959
g1812	589.4880161214027	658.4752283461108	680.2323003090368	790.2282716065613	700.0976542773176	800.3521902628257
g1813	422.7641327739353	571.5371786378224	514.2232270193314	399.0851321430121	359.90935748059286	387.11109565312006
g1814	1101.5685149743383	1072.2359464022245	1025.4097026979973	1103.936982445347	1015.6346252192072	977.0684054284751
g1815	1222.6418112147612	1196.20316543071	1199.5167795628104	1280.6463195633971	1168.472845519185	1159.204175933268
g1816	261.99467383173453	222.17501592118165	248.00135948766965	337.5346888771744	279.3816930214648	343.75465293997064
g1817	315.5844934791348	394.4411514542718	353.2754059640682	315.6942090086514	290.8856450870545	304.8499878268321
g1818	3052.634911766725	3282.7163584296336	2760.4069686647968	4056.3727610356905	3919.560810918785	3986.8571741314836
g1819	758.196707603959	875.8203526168321	926.2091589029295	589.6929564501224	774.051631841823	717.1233046974049
g182	373.14392939671285	304.2831739790097	374.53266534872563	428.8676046909981	437.1501784924096	428.33842734017736
g1820	1105.5381312445163	1125.3647545572896	1129.6714987275075	1171.4439202207818	1306.5202703062619	1174.8821753072195
g1821	522.0045395283802	663.3051199965713	675.1710480745945	524.1715168445533	553.8331208719625	484.4695362098798
g1822	6349.401224149385	6109.812937832496	5730.349779835502	6687.157836107785	6585.190846688291	6688.699066242435
g1823	498.1868419073134	571.5371786378224	476.7699604844588	621.4609271679741	677.0897501461382	612.9904199667156
g1824	246.11620875102335	307.5031017459833	238.89110546567363	422.9111101814009	412.4988526375745	378.5946515487514
g1825	520.0197313932913	505.5286594148626	463.610704674909	508.28753148562737	442.0804436633766	511.37375735777164
g1826	464.44510361080216	491.0389844634812	396.80217518027143	416.9546156718037	386.20410505908364	426.40287186191176
g1827	279.8579470475346	181.92591883401107	178.15607865236677	315.6942090086514	279.3816930214648	289.1719884528807
g1828	25.802505756155675	14.489674951381414	8.098003575107581	5.956494509597196	1.6434217236556752	13.548888347859203
g1829	1178.9760322428053	1281.5312512555117	1122.5857455992884	1121.8064659741385	1145.4649413880056	1158.4299537419618
g183	782.0144052250258	714.8239642681497	760.2000856132241	841.8512240230704	815.1371749332149	866.1610765238562
g1830	1500.514950127207	1535.9055448464298	1359.4523501711851	1669.8039608570805	1612.1967109062173	1655.2870450127414
g1831	8933.62141603513	9778.920628298967	8623.361557042685	8136.57150010977	8263.124426540735	8095.6543433937
g1832	1587.8465080711185	1384.5689397986685	1603.404707871301	1493.0946237390303	1418.2729475148476	1436.9563870643817
g1833	470.3995280160688	349.36216271664074	482.8434631657895	361.36066691556323	373.0567312698383	382.6593180531092
g1834	817.740951656626	1155.9540683435393	1685.3969940692652	623.4464253378399	785.5555839074127	783.8999686975682
g1835	2455.2076631049667	2880.2253875579277	2394.984557338067	2467.974225143105	2414.186512050187	2448.671235553811
g1836	230.23774367031217	241.49458252302355	278.3688728943231	236.2742822140221	208.71455890427075	197.03954768743813
g1837	666.8955333898697	581.1969619387434	658.9750409243794	637.3449125269	682.0200153171052	745.9630813235624
g1838	988.4344512742712	867.770533199398	914.0621535402681	1205.1973891084992	1114.2399286385478	1097.8470672722485
g1839	603.381673067025	795.3221584424908	617.472772601953	575.7944692610623	624.5002549891566	614.3453088015016
g184	541.8526208792691	664.9150838800582	603.3012663455147	561.8959820720021	667.2292198042041	575.2470881405364
g1840	1962.9752456029203	1922.2968768832675	2715.3618237782607	887.5176819299821	941.6806476547018	840.0310775672706
g1841	1137.2950614059387	994.957679994857	1499.649037065235	740.590817359918	565.3370729375523	610.8613089406235
g1842	3302.7207367879264	3958.9011894940995	3275.642446131016	3468.665302755434	3369.014533494134	3360.317865816909
g1843	323.52372601949037	310.72302951295694	265.20961708477324	232.30328587429065	220.21851096986046	272.9133224354497
g1844	365.20469685635726	363.85183766802214	458.5494524404667	339.52018704704017	300.7461754289886	339.30287533995977
g1845	958.6623292479378	928.9491607718973	814.8616097452003	966.9376087246114	913.7424783525554	856.4832991325281
g1846	694.6828472811143	767.9527724232149	672.1342967339292	901.4161691190423	869.3700918138521	910.2917414283119
g1847	89.31636607900042	78.88823029085435	124.50680496727905	81.40542496449501	73.95397756450538	94.26155179153474
g1848	476.3539524213355	626.2759506763744	436.2799426089209	609.5479381487797	667.2292198042041	669.7021954798978
g1849	265.96429010191235	210.9052687367739	252.05036127522345	301.7957218195913	284.3119581924318	288.0106551659213
g185	4461.848687679842	4280.893966191464	4146.177830455082	5059.049336817885	5012.4362571498095	5169.4815713517655
g1850	998.3584919497157	962.7584023251205	1013.262697335336	1389.8487189060124	1377.1874044234557	1285.0152820205321
g1851	472.38433615115775	426.6404291240083	367.4469122205065	488.43254978697007	461.8015043472447	449.8230931489255
g1852	396.9616270177796	413.76071805611366	407.93693009604436	422.9111101814009	336.90145334941343	355.5615413573908
g1853	1010.2673407602491	885.480135917753	893.8171446024992	937.1551361766254	972.9056604041597	981.5201830284859
g1854	690.7132310109365	962.7584023251205	718.6978172907977	915.3146563081024	877.5872004321305	861.7092989238453
g1855	2727.126377612146	3078.250945226807	2756.3579668772427	2682.4080274886037	2619.614227507146	2688.8736704065723
g1856	1504.4845663973847	1313.730528925248	1146.8797563246112	1252.849345185277	1158.612315177251	1232.1746174638813
g1857	329.4781504247571	338.09241553223296	359.34890864539886	313.70871083878563	295.8159102580215	285.10732194852295
g1858	2280.5445472171436	2440.7052473660247	2155.081201425505	2277.3664008359947	2530.8694544297396	2277.1810201794788
g1859	506.126074447669	658.4752283461108	619.4972734957299	444.75159004992395	460.15808262358905	446.3390932880475
g186	2131.6839370854764	2445.535139016485	2216.8284786857002	2505.698690370554	2731.3669047157323	2546.803898301877
g1860	1081.7204336234495	972.4181856260415	1022.372951357332	1415.6601951142668	1373.9005609761443	1259.8530608030794
g1861	2770.7921565841016	2437.485319599051	2251.2449938799073	2801.5379176805477	2741.2274350576663	2595.773451901997
g1862	968.5863699233822	882.2602081507794	904.9518995182722	931.1986416670283	895.664839392343	864.9997432368968
g1863	89.31636607900042	85.32808582480165	60.73502681330685	65.52143960556916	39.442121367736206	71.80910824365378
g1864	63.513860322844735	72.44837475690707	42.5145187693148	43.6809597370461	37.79869964408053	46.45333147837441
g1865	12802.012471323393	34277.74104331796	23974.139584105993	20200.458380213957	20038.241076533646	20132.486751631815
g1866	1593.800932476385	7301.186211612745	5005.578459863374	1487.1381292294332	1355.822922015932	1370.3732786120452
g1867	867.3611550338485	927.3391968884105	822.9596133203079	605.5769418090482	619.5699898181896	689.0577502625538
g1868	674.8347659302253	819.4716166947933	699.4650587999173	440.7805937101925	558.7633860429296	478.662869775083
g1869	611.3209056073806	563.4873592203883	538.5172377446542	478.5050589376414	455.22781745262205	494.5344246968609
g187	71.45309286320033	82.108158057828	110.33529871084079	75.44893045489782	88.74477307740646	85.16444104368642
g1870	698.6524635512922	539.3379009680859	538.5172377446542	615.5044326583769	619.5699898181896	602.3448648362548
g1871	2481.0101688611226	2382.746547560499	2156.0934518723934	1782.9773565394273	2004.9745028599236	1895.1023687698494
g1872	641.0930276337141	465.279562327692	511.186475678666	575.7944692610623	460.15808262358905	503.63153544470924
g1873	3223.3284113843706	3558.0201825058803	3970.0462526964916	3728.765563007845	3559.651453438192	3578.454968217442
g1874	1966.944861873098	2117.1025067851733	1864.5653231685205	2426.2787635759246	2330.3720041437473	2485.253234093031
g1875	148.86061013166736	209.29530485328706	248.00135948766965	174.7238389481844	162.69875064191183	181.36154831348676
g1876	768.1207482794035	764.7328446562412	855.3516276207382	736.6198210201866	801.9898011439694	798.9973014280398
g1877	154.81503453693404	82.108158057828	136.65381032994043	123.10088653167539	83.81450790643943	96.19710726980034
g1878	345.35661550546826	334.87248776525934	296.5893809383151	258.11476208254516	300.7461754289886	275.42954455719496
g1879	226.26812740013438	215.73516038723437	212.572593846574	170.75284260845294	108.46583376127457	133.16621690467332
g188	442.6122141248243	655.2553005791373	611.3992699206224	450.7080845595211	527.5383732934718	425.8222052184321
g1880	7103.628315483166	8909.540131216083	7533.167825743827	9343.754387388135	9158.789265933077	9397.896069170796
g1881	5075.154401422312	6319.108242685783	5218.1510537099475	6615.679901992618	6305.809153666825	6628.3097353205485
g1882	1119.4317881901384	1180.1035265958417	964.6746758846905	1296.530304922323	1362.3966089105547	1277.4666156552962
g1883	1478.682060641229	1915.8570213493201	1962.7536165166998	1731.3544041229184	1766.678352929851	1688.1914881432567
g1884	1343.715107455184	2022.1146376594504	2002.2313839453493	1514.9351036075534	1502.0874554212871	1513.0237173602197
g1885	21300.960905774053	27894.234245292708	21816.021631339823	32119.403893917945	30804.296788201977	32261.06448953972
g1886	166.72388334746742	169.04620776611648	176.13157775858988	186.6368279673788	167.62901581287886	140.32777217425604
g1887	224.2833192650455	289.7934990276283	599.7583897814052	168.7673444385872	152.8382202999778	172.65154866129154
g1888	2981.181818903525	4079.648480755611	3340.932599955321	2938.5372914012833	2907.2130291468893	2924.0436610158426
g1889	819.7257597917148	985.2978966939361	867.4986329833996	514.2440259952245	566.9804946612079	569.0533106100866
g189	3798.9227705601506	3962.121117261073	3737.2286499121483	3693.0265959502613	3839.033146459657	3641.9411879045538
g1890	565.670318500336	716.4339281516366	706.5508119281365	688.967864943409	732.9660887504311	635.4428635145966
g1891	1071.796392948005	761.5129168892676	787.5308476792122	933.184139836894	928.5332738654565	906.4206304717807
g1892	2207.1066462188546	2295.8084978522106	2018.4273910955644	2116.5410490768704	2143.021927647	1985.2992540570262
g1893	1053.933119732205	967.588293975581	867.4986329833996	841.8512240230704	820.0674401041819	861.7092989238453
g1894	95.27079048426711	78.88823029085435	75.91878351663357	61.55044326583769	100.24872514299618	65.61533071320386
g1895	134.96695318604506	114.30743572756448	180.18057954614366	111.18789751248099	108.46583376127457	108.77821787852675
g1896	603.381673067025	1028.7669215480803	903.9396490713837	587.7074582802567	624.5002549891566	553.3753112361352
g1897	1415.1682003183844	1173.6636710618945	1041.6057098482127	1177.400414730379	1350.892656844965	1234.3037284899733
g1898	214.359278589601	170.6561716496033	191.3153344619166	260.10026025241086	223.50535441717182	223.16954664402374
g1899	474.36914428624664	460.44967067723155	465.6352055686859	492.40354612670154	468.3751912418674	504.7928687316686
g19	89.31636607900042	82.108158057828	72.88203217596822	43.6809597370461	54.23291688063728	69.2928861219085
g190	3034.771638550925	3715.796643087589	3023.592084855793	3017.9572181959124	3120.8578532221272	3152.8263185468363
g1900	144.89099386148956	260.8141491248654	329.9936456856339	208.47730783590185	157.76848547094482	192.00710344394756
g1901	436.65778971955757	426.6404291240083	534.4682359571003	424.89660835126665	558.7633860429296	494.14731360120777
g1902	573.6095510406915	1027.1569576645934	893.8171446024992	391.1431394635492	392.77779195370636	351.6904304008596
g1903	6139.0115618299615	6877.7657102557105	5583.573465036677	5174.208230670098	4284.400433570345	4797.467808429117
g1904	2101.911815059143	1878.8278520291233	1657.0539815563886	2315.0908660634436	2197.2548445276375	2232.0825775358903
g1905	188.5567728334453	334.87248776525934	307.72413585408805	156.85435541939282	124.90005099783131	157.3606603829933
g1906	7181.035832751633	7497.601805398138	6951.1238187829695	7955.891166651988	7668.2057625773805	7906.550573167151
g1907	1518.378223343007	2176.6711704741856	2009.3171370735683	2303.1778770442493	2172.6035186728027	2248.534799101148
g1908	1341.7302993200951	1495.6564477592592	1185.345273306372	1354.1097518484291	1446.2111168169943	1366.889278751167
g1909	537.8830046090914	426.6404291240083	541.5539890853195	426.88210652113236	397.7080571246734	372.7879851139546
g191	1105.5381312445163	809.8118333938723	869.5231338771765	927.2276453272968	892.3779959450317	947.2608510631849
g1910	555.7462778248914	388.0012959203245	344.16515194207216	377.24465227448906	414.14227436123014	395.4339842096622
g1911	909.0421258707153	1004.617463295778	855.3516276207382	841.8512240230704	838.1450790643944	760.4797474105544
g1912	561.7007022301582	701.9442532002552	594.1910123235187	547.997494882942	562.0502294902409	593.4413096362331
g1913	2272.605314676788	2249.1195452310926	2040.6969009271104	2158.2365106440507	2210.402218316883	2270.213020457723
g1914	428.718557179202	867.770533199398	604.3135167924032	518.2150223349561	571.910759832175	533.4390898099995
g1915	1349.6695318604507	1400.6685786335365	1215.7127867130255	1229.0233671468882	1207.9149668869213	1209.915729463827
g1916	728.4245855776256	701.9442532002552	606.3380176861801	978.8505977438059	977.8359255751267	912.2272969065775
g1917	3640.138119753039	4330.802846579556	3594.5013369008775	3123.188621198796	3258.905278009204	3202.376538790436
g1918	3513.1103991073496	2980.043148334111	2773.566224474346	2168.164001493379	2292.573304499667	2350.538572805745
g1919	200.4656216439787	259.2041852413786	420.08393545870575	238.25978038388783	279.3816930214648	263.8162116876013
g192	156.79984267202295	151.33660504776142	146.7763147988249	79.41992679462928	96.96188169568484	103.93932918286274
g1920	49.62020337722245	49.90888038809153	52.637023238199276	23.825978038388783	34.51185619676918	37.549776278352645
g1921	25.802505756155675	83.71812194131483	103.24954558262165	81.40542496449501	59.16318205160431	66.19599735668353
g1922	754.2270913337812	735.7534947534784	644.8035346679411	780.3007807572327	785.5555839074127	752.5439699496654
g1923	168.70869148255633	132.01703844591955	139.69056167060577	208.47730783590185	208.71455890427075	210.39488048747077
g1924	73.43790099828922	67.61848310644659	57.69827547264151	59.56494509597196	54.23291688063728	75.09955255670529
g1925	234.20735994048997	207.68534096980025	213.58484429346242	258.11476208254516	287.59880163974316	280.0748777050324
g1926	285.8123714528013	301.063246212036	252.05036127522345	279.9552419510682	297.4593319816772	293.6237660528916
g1927	583.533591716136	738.973422520452	615.4482717081761	546.0119967130763	585.0581336214203	591.312198610141
g1928	148.86061013166736	201.24548543585297	234.84210367811983	248.1872712332165	174.20270270750157	226.07287986142214
g1929	389.02239447742403	415.3706819396005	411.98593188359814	428.8676046909981	468.3751912418674	390.59509551399816
g193	5829.381492756093	5232.382621332177	4659.388807027524	5372.758047656671	5272.096889487406	5178.385126551787
g1930	1877.6284957940975	2371.4768003760914	2196.5834697479313	2054.9906058110328	1827.4849567051108	1939.0394781264786
g1931	1478.682060641229	1537.5155087299165	1409.052622068719	1175.4149165605133	1270.364992385837	1184.9470637942006
g1932	1171.0367997024498	991.7377522278833	926.2091589029295	1278.6608213935315	1388.6913564890456	1224.0452844551658
g1933	783.9992133601147	698.7243254332815	678.2077994152598	897.4451727793108	898.9516828396543	947.6479621588379
g1934	325.50853415457925	267.25400465881273	301.65063317275735	287.89723463053116	354.97909230962586	321.6893204877428
g1935	488.26280123186893	447.569959609337	519.2844792537736	311.7232126689199	359.90935748059286	378.01398490527174
g1936	315.5844934791348	333.2625238817725	480.8189622720126	617.4899308282427	626.1436767128123	597.1188650449377
g1937	134.96695318604506	138.45689397986683	166.0090732897054	83.39092313436075	69.02371239353836	85.55155213933953
g1938	394.97681888269074	280.1337157267073	293.5526295976498	333.563692537443	225.1487761408275	288.2042107137479
g1939	186.57196469835642	162.6063522321692	152.8498174801556	97.28941032342087	188.99349822040264	146.52154970470596
g194	2459.1772793751447	3145.8694283332534	2810.0072405623305	2366.7138184799524	2450.341789970612	2329.44101809265
g1940	1311.9581772937615	1218.7426597995254	1146.8797563246112	1139.67594950293	1322.9544875428185	1242.820172594342
g1941	420.7793246388464	563.4873592203883	505.11297299733536	561.8959820720021	545.6160122536842	606.0224202449594
g1942	1159.1279508919165	1028.7669215480803	982.8951839286826	1362.0517445278922	1364.0400306342103	1429.6012762469725
g1943	130.99733691586727	93.37790524223577	86.04128798551804	115.15889385221246	80.52766445912809	104.51999582634242
g1944	579.5639754459582	629.495878443348	633.6687797521682	706.8373484722006	632.7173636074349	610.8613089406235
g1945	89.31636607900042	54.73877203855201	50.61252234442238	29.78247254798598	19.721060683868103	34.06577641747457
g1946	674.8347659302253	904.7997025195949	794.6166008074314	726.6923301708579	629.4305201601236	678.0250840364398
g1947	575.5943591757805	536.1179732011122	470.6964578031281	530.1280113541504	583.4147118977647	585.5055321753441
g1948	1010.2673407602491	1065.7960908682774	1076.0222250424197	917.3001544779681	900.59510456331	925.0019630631305
g1949	643.077835768803	864.5506054324243	1147.8920067714996	1056.2850263685693	902.2385262869657	1058.94240215911
g195	875.300387574204	813.0317611608459	646.828035561718	782.2862789270984	660.6555329095814	663.5084179494478
g1950	293.7516039931569	429.8603568909819	368.45916266739493	391.1431394635492	300.7461754289886	363.1102077226266
g1951	8105.95642370306	9941.526980531136	8498.854752075405	6577.95543676517	6856.355431091477	6627.922624224895
g1952	746.2878587934257	713.2140003846629	603.3012663455147	641.3159088666314	685.3068587644166	653.0564183668135
g1953	746.2878587934257	713.2140003846629	603.3012663455147	641.3159088666314	685.3068587644166	653.0564183668135
g1954	1498.530141992118	1770.960271835506	1459.6651444131414	1344.1822609991004	1362.3966089105547	1424.1817209078288
g1955	387.0375863423351	442.7400679588765	415.0226832242635	555.9394875624049	570.2673381085193	551.6333113056961
g1956	1238.5202762954723	1035.2067770820277	920.1356562215989	978.8505977438059	1030.4254207321083	987.5204050111093
g1957	200.4656216439787	201.24548543585297	274.3198711067693	174.7238389481844	165.98559408922318	148.26354963514498
g1958	3441.6573062441494	3535.4806881370646	3293.8629541750083	3623.534160004961	3857.1107854198694	3727.1056289482403
g1959	438.64259785464645	627.8859145598612	505.11297299733536	482.47605527737284	448.65413055799934	399.3050951661934
g196	228.2529355352233	204.4654132028266	204.4745902714664	206.49180966603612	184.0632330494356	213.29821370486917
g1960	545.822237149447	664.9150838800582	608.3625185799569	492.40354612670154	458.51466089993335	463.5655370446113
g1961	127.02772064568947	156.1664966982219	138.67831122371732	182.66583162764735	188.99349822040264	178.07110400043524
g1962	107.1796392948005	154.55653281473508	238.89110546567363	172.73834077831867	195.56718511502535	180.2002150265274
g1963	446.58183039500204	526.4581899001913	484.86796405956636	458.65007723898407	433.86333504509827	448.6617598619662
g1964	164.73907521237854	82.108158057828	123.49455452039061	138.98487189060123	123.25662927417564	117.87532862637507
g1965	416.80970836866857	371.9016570854563	429.19418948070177	571.8234729213308	507.8173126096036	511.76086845342473
g1966	158.78465080711183	156.1664966982219	158.92332016148626	125.0863847015411	123.25662927417564	119.6173285568141
g1967	265.96429010191235	408.9308264056532	300.63838272586895	273.998747441471	266.2343192322194	276.01021120067463
g1968	1970.9144781432758	2199.2106648430013	1849.3815664651938	2803.5234158504136	2880.9182815683985	2748.682334684979
g1969	585.5183998512249	610.1763118415062	542.5662395322079	708.8228466420663	636.0042070547463	602.731975931908
g197	432.68817344937975	408.9308264056532	380.60616803005627	389.15764129368347	325.39750128382366	354.593763618258
g1970	2322.2255180540105	2798.1172295000997	2636.912414144406	2747.929467094173	2622.9010709544577	2608.1610069628964
g1971	1409.2137759131176	1292.8009984399193	1311.876579167428	1302.4867994319202	1306.5202703062619	1340.3721686989284
g1972	2080.078925573165	1878.8278520291233	1907.0798419378352	1830.6293126162047	1880.0744518620925	1919.6839233438225
g1973	682.773998470581	697.1143615497947	675.1710480745945	673.0838795844832	534.1120601880945	553.1817556883086
g1974	1002.3281082198935	1051.306415916896	935.3194129249256	943.1116306862227	961.40170833857	936.4217403848975
g1976	7647.465744497524	6554.162969674859	6041.110667030255	6798.345733620266	6756.10670594848	6860.576392712421
g1977	81.37713353864481	78.88823029085435	90.09028977307183	113.17339568234672	110.10925548493023	95.03577398284098
g1978	1774.4184727694749	1671.142511059323	1542.669681057994	1697.6009352352007	1636.8480367610525	1609.0272690821937
