	Merozoite_1	Merozoite_2	Merozoite_3	IntraEri_1	IntraEri_2	IntraEri_3
g2522	611.3209056073806	623.0560229094008	603.3012663455147	633.3739161871684	599.8489291343215	610.0870867493172
g2523	389.02239447742403	486.20909281302073	510.1742252317776	414.969117501938	519.3212646751933	420.78976097494154
g2524	978.5104105988268	821.0815805782801	783.4818458916584	933.184139836894	902.2385262869657	846.0312995498939
g2525	174.66311588782304	149.7266411642746	313.79763853541874	135.01387555086978	167.62901581287886	154.26377161776836
g2526	12129.162513528256	11295.506606543555	27793.360520216105	11897.105033835465	15814.647246738563	16923.529324215277
g2527	369.174313126535	389.6112598038113	314.8098889823072	317.6797071785171	305.6764405999556	304.07576563552584
g2528	4225.656519604264	4097.358083473966	7772.565056432944	4189.401138416694	4055.964813982206	4101.442058444807
g2529	2238.8635763802768	1925.516804650241	5248.518567116601	1878.2812686929824	1858.7099694545686	1935.9425893612536
g253	1115.4621719199606	861.3306776654507	934.3071624780371	1560.6015615144654	1311.4505354772289	1375.0186117598826
g2530	69.46828472811143	75.66830252388071	85.0290375386296	63.53594143570342	73.95397756450538	65.80888626103041
g2531	647.0474520389807	540.9478648515727	638.7300319866105	653.2288978858259	585.0581336214203	577.7633102622817
g2532	12101.375199637012	11406.594114504145	28398.686287455395	12526.507953682903	15885.314380855756	17105.084428076592
g2533	2379.784953971589	2703.129360374377	2607.557151184641	2650.640056770752	2507.8615502985604	2641.6461167368916
g2534	3707.6215963460613	4021.6897809500856	4010.5362705720295	4030.561284827436	4051.0345488112393	4054.0209492273
g2535	10080.840518116513	10674.060547517642	9429.11291276589	10656.168677669384	10121.834395995304	10424.321139295043
g2536	551.7766615547137	516.7984065992704	551.676493554204	448.7225863896554	529.1817950171275	547.9557558969915
g2537	323.52372601949037	328.432632231312	339.1038997076299	347.4621797265031	267.877740955875	306.01132111379144
g2538	581.5487835810471	444.3500318423633	588.117509642188	442.76609188005824	466.73176951821176	438.9839824706382
g2539	150.84541826675624	99.81776077618306	192.32758490880505	95.30391215355513	72.3105558408497	93.10021850457538
g254	1192.8696891884276	1339.4899510610373	1343.25634302097	1133.7194549933329	1056.720168310599	1125.3319550636202
g2540	1103.5533231094273	1027.1569576645934	1067.9242214673122	939.1406343464912	1041.929372797698	965.2615170110549
g2541	1115.4621719199606	1097.9953685380137	957.5889227564714	1008.6330702917918	1069.8675420998445	1082.749734541777
g2542	379.0983538019795	442.7400679588765	577.9950051733035	458.65007723898407	552.1896991483069	483.8888695664001
g2543	879.2700038443818	663.3051199965713	762.224586507001	1058.2705245384352	1004.1306731536175	1084.6852900200424
g2544	6150.920410640495	7428.373358408205	5952.032627704072	7004.837543286302	7135.737124112941	7298.011930800446
g2545	3548.8369455389497	3651.3980877481163	4008.511769678252	3496.462277133554	3240.8276390489914	3507.8071932607477
g2546	1929.233507306409	1791.8898023208346	1692.4827471974843	1761.1368766709043	1822.5546915341438	1760.194151934737
g2547	3566.7002187547496	4232.595049686859	3530.7295587469052	2986.1892474780607	3099.493370814603	3063.016544355313
g2548	990.4192594093602	879.0402803838057	799.6778530418736	933.184139836894	1071.5109638235	1059.329513254763
g2549	3245.1613008703484	3150.699319983714	3046.8738451342274	4745.340625979099	4703.472973102543	4597.718483072107
g255	109.16444742988939	88.5480135917753	136.65381032994043	135.01387555086978	64.09344722257133	119.23021746116099
g2550	2768.807348449013	2828.706543286349	2487.0993480049156	2875.0013499655797	3211.2460480231894	3079.8558770162235
g2551	2794.6098542051686	2786.8474823156917	2481.025845323585	2745.9439689243072	2936.7946201726913	2779.264111241576
g2552	825.6801841969816	1028.7669215480803	817.8983610858656	972.8941032342086	1028.7819990084527	958.0999617414722
g2553	1974.8840944134536	1886.8776714465573	1741.0707686481298	2243.612931948277	2295.860147946978	2217.5659114488985
g2554	47.635395242133555	75.66830252388071	71.86978172907978	49.6374542466433	36.15527792042485	45.09844264358849
g2555	3673.8798580495504	3319.74552774983	2970.955061617594	3331.6659290346984	3697.6988782252693	3617.553188878407
g2556	1577.922467395674	1448.9674951381412	1346.2930943616352	1651.934477328289	1515.2348292105326	1711.805264978097
g2557	609.3360974722917	437.91017630841606	431.2186903744787	603.5914436391826	547.2594339773399	538.0844229578369
g2558	708.5765042267366	1283.1412151389984	1097.2794844270773	742.5763155297838	890.734574221376	830.1597446281161
g2559	184.5871565632675	391.22122368729816	354.28765641095663	184.65132979751306	144.6211116816994	183.29710379175236
g256	914.996550275982	943.4388357232787	957.5889227564714	831.9237331737417	872.6569352611635	983.262182958925
g2560	2165.4256753819877	2084.9032291154367	1746.132020882572	2886.914338984774	3030.469658421065	2949.786548876775
g2561	117.10367997024498	154.55653281473508	183.217330886809	140.97037006046696	192.280341667714	165.48999339170882
g2562	408.870475828313	497.4788399974285	621.5217743895068	474.53406259790995	512.7475777805706	487.1793138794516
g2563	1012.252148895338	1349.1497343619583	1534.5716774828866	980.8360959136716	989.3398776407165	963.1324059849628
g2564	254.05544129137894	436.3002124249292	569.897001598196	270.02775110173957	241.58299337738424	250.26732333974212
g2565	277.8731389124457	236.66469087256309	284.4423755756538	319.66520534838287	382.9172616117723	338.9157642443066
g2566	452.53625480026875	320.38281281387793	403.8879283084906	383.2011467840863	483.1659867547685	460.46864827938634
g2567	400.9312432879574	434.6902485414424	379.59391758316787	403.0561284827436	374.70015299349393	391.17576215747783
g2568	91.30117421408931	109.47754407710401	152.8498174801556	150.89786090979564	70.66713411719404	80.71266344367554
g2569	194.51119723871201	181.92591883401107	238.89110546567363	305.7667181593227	335.2580316257577	286.849321878962
g257	210.3896623194232	149.7266411642746	172.08257597103608	196.56431881670747	215.28824579889346	221.81465780923781
g2570	502.1564581774912	392.83118757078495	522.3212305944389	192.593322476976	238.29614993007291	235.75065725275013
g2571	1244.474700700739	1223.572551449986	1364.5136024056274	833.9092313436074	803.6332228676251	893.6459643152277
g2572	928.8902072216043	819.4716166947933	787.024722455768	371.2881577648919	392.77779195370636	447.5004265750068
g2573	3534.9432885933275	2934.9641595964795	2781.15810282601	2751.9004634339044	2407.612825155564	2531.319454475752
g2574	972.55598619356	821.0815805782801	1156.4961355700514	1008.6330702917918	1060.0070117579105	926.937518541396
g2575	4043.054171176085	4272.84414677403	4102.651061238878	4060.343757375422	3847.2502550779354	4097.764503036103
g2576	676.8195740653142	893.5299553351871	785.5063467854353	714.7793411516635	739.5397756450539	692.7353056712584
g2577	414.8249002335797	536.1179732011122	480.8189622720126	786.2572752668299	775.6950535654787	717.1233046974049
g2578	1887.552536469542	1714.6115359134672	1654.0172302157234	1862.3972833340565	1820.9112698104882	1706.966376282433
g2579	3810.831619370684	3472.6920966810785	3292.85070372812	3250.2605040702033	3474.1935238080973	3414.3198636605193
g258	1032.100230246227	920.8993413544631	916.086654434045	1121.8064659741385	1058.363590034255	1152.236176211512
g2580	1020.1913814356936	1279.9212873720248	1096.2672339801886	1074.154509897361	1069.8675420998445	1100.363289393994
g2581	1111.4925556497828	1048.0864881499222	959.6134236502483	889.5031800998479	864.4398266428851	810.4170787498069
g2582	1899.4613852800753	1692.0720415446517	1744.1075199887953	2039.1066204521067	1975.3929118341216	2032.3332521788805
g2583	154.81503453693404	259.2041852413786	217.63384608101623	156.85435541939282	162.69875064191183	173.4257708525978
g2584	158.78465080711183	246.32447417348402	311.7731376416419	142.9558682303327	118.32636410320862	121.5528840350797
g2585	3437.6876899739714	4248.694688521728	3690.66512935528	3125.174119368662	3707.5594085672033	3571.6805240435124
g2586	1321.882217969206	1318.5604205757086	1222.7985398412447	1824.6728181066076	1763.3915094825395	1608.6401579865405
g2587	801.8624865759148	544.1677926185464	607.3502681330685	907.3726636286395	752.6871494342993	809.062189915021
g2588	4074.811101337508	4102.187975124427	3595.5135873477657	3603.6791783063036	3459.402728295196	3317.9292008428924
g2589	1311.9581772937615	1202.6430209646574	1087.1569799581928	1264.7623342044712	1239.1399796363792	1188.0439525594256
g259	337.41738296511267	307.5031017459833	300.63838272586895	446.7370882197897	451.9409740053107	435.4999826097601
g2590	4586.891600190444	4214.885446968505	3844.527197282324	4113.952207961796	4606.511091406857	4314.54671660185
g2591	2860.108522663102	2868.9556403735196	2597.4346467157566	2702.263009187261	2936.7946201726913	2899.655661989696
g2592	2917.66795858068	2458.41485008438	2266.428750583234	2708.2195036968583	2915.4301377651677	2844.2987753113
g2593	770.1055564144924	674.5748671809791	664.0362931588216	551.9684912226735	571.910759832175	571.9566438274849
g2594	1665.2540253395855	1577.7646058170872	1442.4568868160377	1403.7472060950724	1538.242733341712	1431.7303872730647
g2595	297.7212202633347	244.7145102899972	255.0871126158888	295.83922730999404	281.02511474512045	261.6871006615092
g2596	424.74894090902416	291.40346291111507	437.2921930558094	428.8676046909981	361.55277920424857	380.91731812267017
g2597	492.2324175020467	315.5529211634174	466.64745601557433	452.6935827293869	474.9488781364901	459.5008705402535
g2598	1020.1913814356936	853.2808582480166	766.2735882945548	835.8947295134732	828.2845487224603	926.937518541396
g2599	180.61754029308972	198.02555766887932	298.61388183209203	234.28878404415636	193.92376339136968	202.84621412223493
g26	240.16178434575667	180.31595495052426	225.7318496561238	262.0857584222766	251.4435237193183	244.84776800059845
g260	1427.0770491289177	1291.1910345564327	1215.7127867130255	1344.1822609991004	1388.6913564890456	1322.9521693945378
g2600	369.174313126535	373.5116209689431	331.00589613252237	395.11413580328065	387.84752678273935	486.2115361403188
g2601	15.878465080711184	19.319566601841885	31.379763853541874	43.6809597370461	19.721060683868103	32.517332034862086
g2602	11.908848810533389	6.439855533947295	12.147005362661371	17.869483528791587	21.364482407523777	13.355332800032643
g2603	1671.208449744852	1566.4948586326793	1546.7186828455478	1407.718202434804	1258.8610403202472	1422.8268320730429
g2604	404.9008595581352	457.2297429102579	471.70870825001657	462.62107357871554	394.42121367736206	446.532648835874
g2605	1018.2065733006046	951.4886551407128	954.552171415806	1002.6765757821946	905.525369734277	919.1952966283336
g2606	363.2198887212683	283.353643493681	301.65063317275735	349.4476778963688	305.6764405999556	316.2697651485991
g2608	641.0930276337141	668.1350116470318	554.7132448948693	740.590817359918	583.4147118977647	659.44375144509
g2609	668.8803415249587	693.894433782821	848.2658744925191	802.1412606257558	721.4621366848414	774.8028579497199
g261	559.7158940950692	632.7158062103217	543.5784899790964	575.7944692610623	581.771290174109	590.9250875144878
g2610	518.0349232582024	457.2297429102579	452.4759497591361	595.6494509597196	534.1120601880945	637.7655300885153
g2611	385.0527782072462	349.36216271664074	303.67513406653427	399.0851321430121	478.2357215838015	450.0166486967521
g2612	41.680970836866855	59.568663689012475	50.61252234442238	63.53594143570342	55.876338604292954	54.38910893926337
g2613	982.4800268690045	1040.0366687324881	1116.5122429179576	1373.9647335470866	1265.4347272148698	1285.7895042118384
g2614	518.0349232582024	643.9855533947294	633.6687797521682	625.4319235077056	478.2357215838015	493.7602025055547
g2615	252.07063315629006	520.0183343662441	471.70870825001657	355.404172405966	325.39750128382366	370.0782074443828
g2616	764.1511320092258	750.2431697048598	638.7300319866105	853.7642130422647	823.3542835514933	829.3855224368098
g2617	571.6247429056026	727.7036753360443	638.7300319866105	607.562439978914	690.2371239353836	700.0904164886676
g2618	1240.5050844305613	1339.4899510610373	1384.7586113433963	1356.095250018295	1405.1255737256022	1270.111504837887
g2619	464.44510361080216	402.49097087170594	335.05489792007614	426.88210652113236	396.0646354010177	414.5959834444916
g262	61.52905218775584	54.73877203855201	98.18829334817941	99.2749084932866	57.51976032794863	61.550664208846094
g2620	1278.2164389972504	1202.6430209646574	1073.9977241486429	1097.9804879357498	1130.6741458751046	996.2304046633045
g2621	1321.882217969206	951.4886551407128	914.0621535402681	1229.0233671468882	1170.1162672428406	1185.9148415333334
g2622	1423.10743285874	1283.1412151389984	1159.0267616872725	1649.9489791584233	1631.9177715900855	1644.2543787866275
g2623	2766.822540313924	3353.5547693030535	2689.549437382605	2622.843082392632	2724.7932178211095	2658.098338302149
g2624	793.9232540355592	1075.4558741691983	929.2459102435948	1040.4010410096434	885.804309050409	992.1657381589467
g2625	494.2172256371356	392.83118757078495	541.5539890853195	424.89660835126665	407.5685874666074	506.7284242099342
g2626	311.614877208957	262.42411300835226	452.4759497591361	351.4331760662346	243.22641510103992	312.20509864424133
g2627	1776.4032809045636	2310.298172803592	1800.7935450145483	2191.989979531768	2032.9126721620703	2028.8492523180023
g2628	849.4978818180483	827.5214361122273	711.6120641625787	865.6772020614592	838.1450790643944	939.9057402457755
g2629	573.6095510406915	653.6453366956504	677.1955489683714	732.648824680455	724.7489801321527	698.1548610104021
g263	180.61754029308972	321.9927766973647	371.49591400806025	258.11476208254516	207.07113718061507	226.6535465049018
g2630	6333.522759068674	6077.6136601627595	6454.108849360742	5908.842553520418	6175.978837498027	6025.771314936467
g2631	641.0930276337141	908.0196302865685	884.7068905805032	544.0264985432106	655.7252677386144	610.2806422971438
g2632	1034.0850383813158	1263.8216485371565	1330.09708721142	1427.5731841334614	1313.0939572008845	1363.4052788902889
g2633	2207.1066462188546	1819.2591883401108	1664.139734684608	1985.498169865732	1990.1837073470226	1957.6208107178284
g2634	440.62740598973534	563.4873592203883	705.5385614812479	504.3165351458959	512.7475777805706	580.279532384027
g2635	1034.0850383813158	875.8203526168321	1006.1769442071169	937.1551361766254	971.2622386805041	1057.200402228671
g2636	438.64259785464645	542.5578287350596	489.92921629400865	617.4899308282427	558.7633860429296	558.7948665752789
g2637	913.0117421408931	943.4388357232787	850.290375386296	1163.501927541319	1086.3017593364013	1158.817064837615
g2638	1375.4720376166063	1358.8095176628792	1247.0925505665675	1381.9067262265494	1437.9940081987158	1471.989941220989
g2639	383.0679700721573	544.1677926185464	488.9169658471202	557.9249857322707	520.964686398849	522.212868036059
g264	146.87580199657845	115.91739961105131	177.14382820547831	131.0428792111383	161.05532891825618	109.55244006983298
g2640	688.7284228758476	761.5129168892676	808.7881070638696	681.0258722639461	713.245028066563	686.3479725929819
g2641	391.0072026125129	408.9308264056532	591.1542609828534	538.0700040336134	325.39750128382366	379.94954038353734
g2642	841.5586492776928	785.6623751415699	1175.2227688374876	951.0536233656856	718.17529323753	880.2906315151951
g2643	897.133277060182	943.4388357232787	957.5889227564714	1193.2844000893049	984.4096124697494	1070.1686239330504
g2644	2161.4560591118097	2571.1123219284573	2149.0076987441744	3095.391646820676	2943.368307067314	3026.434545816093
g2645	3908.0872179900402	4939.369194537575	4110.749064813986	5511.742919547272	5347.694288775567	5635.563330518122
g2646	680.789190335492	842.0111110636087	736.9183253347899	895.4596746094451	675.4463284224825	771.7059691844948
g2647	256.0402494264678	260.8141491248654	302.6628836196458	347.4621797265031	287.59880163974316	316.8504317920788
g2648	647.0474520389807	590.8567452396643	970.242053342577	494.38904429656725	483.1659867547685	484.85664730553293
g2649	4211.762862658642	2299.028425619184	2688.0310617122727	3214.5215370126202	2974.5933198167722	3024.111879242174
g265	4995.7620760187565	6860.056107537355	6103.870194737339	5211.932695897546	5165.274477449787	5037.089576638398
g2650	488.26280123186893	239.8846186395367	351.2509050702913	264.07125659214233	261.3040540612524	268.26798928761224
g2651	561.7007022301582	251.1543658239445	305.19350973686693	319.66520534838287	282.66853646877615	264.9775449745607
g2652	621.2449462828251	470.1094539781525	713.6365650563555	565.8669784117336	496.3133605440139	557.6335332883194
g2653	968.5863699233822	796.9321223259777	1017.8178243463341	980.8360959136716	941.6806476547018	999.7144045241826
g2654	252.07063315629006	289.7934990276283	448.9330731950265	341.5056852169059	336.90145334941343	350.5290971139002
g2655	472.38433615115775	320.38281281387793	439.31669394958624	323.6362016881143	382.9172616117723	382.46576250528267
g2656	819.7257597917148	701.9442532002552	1199.010654339366	915.3146563081024	803.6332228676251	831.901744558555
g2657	113.13406370006719	88.5480135917753	85.0290375386296	105.2314030028838	105.17899031396321	99.48755158285186
g2658	236.19216807557888	119.13732737802495	225.7318496561238	224.3612931948277	203.7842937333037	216.20154692226757
g2659	367.18950499144614	294.62339067808875	421.6023111290384	331.5781943675772	363.1962009279042	334.46398664429574
g266	549.7918534196248	748.633205821373	620.5095239426183	460.63557540884983	474.9488781364901	461.82353711417227
g2660	277.8731389124457	275.3038240762468	275.838246777102	240.24527855375356	267.877740955875	270.39710031370436
g2661	426.7337490441131	276.91378795973367	365.42241132672956	409.01262299234077	420.71596125585285	437.82264918367883
g2662	611.3209056073806	634.3257700938085	919.6295309981547	772.3587880777698	778.98189701279	757.3828586453294
g2663	492.2324175020467	476.5493095120998	443.8718209605843	403.0561284827436	394.42121367736206	362.72309662697353
g2664	97.25559861935601	67.61848310644659	89.07803932618339	59.56494509597196	60.80660377525998	51.87288681751809
g2665	938.8142478970487	814.6417250443328	995.042189291344	792.2137697764271	668.8726415278597	733.1884151670095
g2666	5466.161604034825	5958.476332784734	5269.775826501258	6212.623773509875	6373.189444336708	6119.065088988869
g2667	418.7945165037575	511.9685149488099	464.6229551217974	520.2005205048217	499.60020399132526	520.6644236534465
g2668	734.3790099828923	879.0402803838057	978.8461821411288	974.8796014040744	1074.7978072708115	1035.5221808720962
g2669	1843.8867574975864	2611.361419015628	2432.4378238729396	2215.815957570157	2164.3864100545243	2162.789691413982
g267	8931.636607900042	11018.592818583822	8975.624712559864	9039.973167398677	9076.618179750294	8905.490755500028
g2670	940.7990560321376	738.973422520452	667.073044499487	1101.9514842754813	940.0372259310462	1067.265290715652
g2671	2492.919017671656	2426.2155724146432	2262.3797487956804	2571.2201299761227	2626.187914401769	2483.7047897104185
g2672	2548.4936454541453	5929.496982881971	4292.954145253906	2289.279389855189	2312.294365183535	2144.5954699182853
g2673	19328.06161949569	78307.03332891561	49762.23196903608	18852.305122875125	19574.796150462746	18770.823472671967
g2674	20354.207425336648	83273.77190947246	53320.29228984898	19888.735167545037	20580.57024534002	19740.14965618738
g2675	1917.3246584958756	1931.9566601841884	1748.1565217763489	1761.1368766709043	2052.633732845938	1838.003482161014
g2676	1641.4363277185187	1743.59088581623	1589.2332016148628	1600.31152491178	1549.7466854073016	1552.7026046646647
g2677	1331.8062586446506	2416.5557891137223	2136.8606933815126	1681.716949876275	1493.8703468030087	1543.7990494646428
g2678	4013.282049149752	4144.047036095084	3373.830739479196	3929.3008781642834	3914.6305457478184	3924.145176635678
g2679	2933.546423661391	2815.8268322184545	2393.9723068911785	3188.7100608043656	3007.4617542898854	3260.6367586862307
g268	633.1537950933584	668.1350116470318	657.9627904774909	671.0983814146174	636.0042070547463	575.0535325927099
g2680	2161.4560591118097	2194.380773192541	1877.7245789780702	1820.7018217668763	1824.1981132577994	1806.0668167696317
g2681	903.0877014654486	709.9940726176892	652.9015382430487	899.4306709491766	803.6332228676251	819.7077450454818
g2682	200.4656216439787	181.92591883401107	167.02132373659384	289.88273280039687	262.947475784908	234.97643506144388
g2683	224.2833192650455	264.0340768918391	217.63384608101623	228.33228953455918	246.51325854835127	234.58932396579078
g2684	121.07329624042278	152.94656893124824	138.67831122371732	270.02775110173957	225.1487761408275	226.84710205272836
g2685	466.42991174589105	444.3500318423633	420.08393545870575	766.4022935681726	737.8963539213981	670.2828621233774
g2686	1629.5274789079854	1849.8485021263605	1444.4813877098147	1816.7308254271447	1755.174400864261	1783.2272621260977
g2687	242.14659248084556	199.63552155236613	222.69509831545847	224.3612931948277	184.0632330494356	221.04043561793156
g2688	611.3209056073806	484.59912892953395	511.186475678666	639.3304106967657	583.4147118977647	593.4413096362331
g2689	381.08316193706844	384.78136815335085	448.42694797158225	395.11413580328065	363.1962009279042	371.0459851835156
g269	853.4674980882262	829.1313999957142	1008.2014451008938	1097.9804879357498	1043.5727945213537	1057.7810688721506
g2690	801.8624865759148	745.4132780543994	821.9473628734195	887.5176819299821	946.610912825669	845.0635218107611
g2691	2451.238046834789	3735.116209689431	3369.781737691642	2493.7857013513594	2594.9629016523113	2529.3838989974865
g2692	905.0725096005375	962.7584023251205	877.6211374522841	1121.8064659741385	1221.0623406761667	1099.3955116548611
g2693	1685.1021066904743	1845.0186104759	1882.7858312125124	2233.6854410989486	2494.7141765093147	2216.404578161939
g2694	281.84275518262353	280.1337157267073	485.8802145064548	297.8247254798598	279.3816930214648	298.46265474855556
g2695	563.6855103652471	695.5043976663078	705.5385614812479	712.7938429817978	721.4621366848414	692.1546390277787
g2696	605.3664812021138	410.54079028914003	418.05943456492884	595.6494509597196	476.59229986014583	462.01709266199884
g2697	440.62740598973534	420.20057359006097	560.7867475761999	305.7667181593227	310.6067057709226	320.72154274861
g2698	6178.70772453174	7479.892202679783	6839.77626962524	6510.448498989735	6539.175038425931	6667.60151152934
g2699	196.4960053738009	251.1543658239445	242.9401072532274	152.88335907966135	147.90795512901076	153.4895494264621
g27	115.11887183515609	114.30743572756448	232.81760278434294	83.39092313436075	115.03952065589726	86.51932987847233
g270	944.7686723023155	1294.4109623234062	1169.149266156157	1620.1665066104372	1388.6913564890456	1489.0228294297265
g2700	208.40485418433428	255.98425747440496	329.9936456856339	190.60782430711026	212.0014023515821	195.29754775699908
g2701	754.2270913337812	730.923603103018	607.3502681330685	853.7642130422647	871.0135135375078	819.3206339498287
g2702	754.2270913337812	730.923603103018	607.3502681330685	853.7642130422647	871.0135135375078	819.3206339498287
g2703	6363.294881095007	6832.68672151808	5869.028091059219	6845.997689697044	6864.572539709755	6844.704837790643
g2704	454.52106293535763	375.1215848524299	372.5081644549487	343.49118338677164	346.76198369134744	330.7864312355911
g2705	1575.937659260585	1339.4899510610373	1363.501351958739	1497.0656200787619	1484.0098164610747	1374.6315006642294
g2706	184.5871565632675	235.05472698907624	313.79763853541874	138.98487189060123	190.63691994405832	184.84554817436484
g2707	1522.3478396131848	953.0986190241996	1098.2917348739657	1195.2698982591705	1152.0386282826282	1167.1399533941571
g2708	343.3718073703794	307.5031017459833	584.0685078546343	287.89723463053116	299.1027537053329	262.26776730498887
g2709	1607.6945894220073	1242.8921180518278	1293.656071123436	1354.1097518484291	1352.5360785686207	1323.1457249423645
g271	752.2422831986923	1028.7669215480803	911.0254021996028	599.620447299451	644.2213156730247	605.6353091493064
g2710	285.8123714528013	323.60274058085156	306.7118854071996	146.92686457006417	198.8540285623367	206.91088062659267
g2711	750.2574750636035	756.6830252388071	669.0975453932639	829.938235003876	742.8266190923651	832.2888556542082
g2712	1808.160211065986	2031.7744209603713	1654.0172302157234	2239.6419356085457	2077.2850587007733	2227.0501332924
g2713	1309.9733691586728	2129.9822178530676	1643.894725746839	1175.4149165605133	1179.9767975847749	1265.4661716900496
g2714	3421.8092248932603	4403.251221336463	3941.703240183615	3861.7939403888486	4097.050357073598	3998.664062548904
g2715	176.64792402291192	359.0219460175617	475.75771003757035	258.11476208254516	180.77638960212428	206.91088062659267
g2716	1198.8241135936944	1204.252984848144	1148.904257218388	1499.0511182486275	1352.5360785686207	1433.8594982991567
g2717	377.1135456668906	400.8810069882191	416.034933671152	458.65007723898407	489.7396736493912	531.6970898795604
g2718	684.7588066056699	661.6951561130845	550.6642431073154	536.0845058637476	642.577893949369	665.2504178798869
g2719	77.40751726846702	67.61848310644659	145.76406435193644	101.26040666315232	65.736868946227	78.0028857741037
g272	841.5586492776928	824.3015083452538	804.7391052763159	762.431297228441	703.384497724629	710.7359716191285
g2720	127.02772064568947	74.05833864039388	90.09028977307183	61.55044326583769	77.24082101181673	69.09933057408193
g2721	35.72654643160016	27.369386019276003	17.208257597103607	29.78247254798598	14.790795512901077	22.065332452227846
g2722	913.0117421408931	647.2054811617031	736.9183253347899	546.0119967130763	757.6174146052663	714.8006381234862
g2723	664.9107252547808	685.8446143653869	878.6333878991725	663.1563887351545	593.2752422396987	623.6359750971765
g2724	349.3262317756461	442.7400679588765	434.255441715144	262.0857584222766	305.6764405999556	267.68732264413256
g2725	5557.462778248914	4965.128616673364	4582.457773064002	5031.2523624397645	5135.692886423985	4938.182691699027
g2726	851.4826899531373	685.8446143653869	768.2980891883317	895.4596746094451	956.471443167603	935.0668515501116
g2727	2439.3291980242557	2485.7842361036555	2306.918768458772	2563.27813729666	2391.1786079190074	2567.7078974671454
g2728	2506.8126746172784	2677.3699382385876	2333.2372800778717	2424.2932654060587	2442.1246813523335	2334.860573431794
g2729	732.3942018478034	719.6538559186101	830.045366448527	740.590817359918	848.0056094063284	737.0595261235406
g273	256.0402494264678	267.25400465881273	345.1774023889606	335.5491907073087	331.97118817844637	336.01243102690825
g2730	391.0072026125129	511.9685149488099	430.2064399275902	500.3455388061644	616.2831463708782	603.5061981232142
g2731	404.9008595581352	354.1920543671012	368.45916266739493	526.157015014419	443.7238653870323	450.0166486967521
g2732	1246.459508835828	2026.9445293099109	1666.1642355783847	1842.5423016353993	1861.99681290188	1778.0012623347804
g2733	11922.74246747901	12300.124069839332	10813.871524109285	11208.137168892057	11906.590387885366	11979.539966081455
g2734	7782.432697683569	8975.548650439041	8539.344769950943	8204.078437885204	7871.990056310684	8079.202121828443
g2735	1030.115422111138	819.4716166947933	1031.4832053793282	740.590817359918	940.0372259310462	800.7393013584789
g2736	986.4496431391823	1365.2493731968264	1690.4582463037075	921.2711508176997	930.1766955891121	893.8395198630543
g2737	355.28065618091273	326.8226683478252	379.59391758316787	407.02712482247506	381.27383988811664	405.4988726966433
g2738	1333.7910667797394	1275.0913957215644	1021.3607009104436	1364.0372426977578	1436.35058647506	1332.8235023336924
g2739	577.5791673108694	603.7364563075589	520.296729700662	708.8228466420663	751.0437277106436	716.7361936017518
g274	1361.578380670984	1502.0963032932066	1321.9990836363124	1747.238389481844	1791.329678784686	1775.8721513086884
g2740	3796.937962425062	3768.925451242654	3586.40333332577	3802.228995292877	4082.259561560697	4002.148062409782
g2741	446.58183039500204	426.6404291240083	468.67195690935125	389.15764129368347	409.21200919026313	388.0788733922529
g2742	986.4496431391823	825.9114722287405	795.6288512543198	847.8077185326675	852.9358745772954	879.5164093238889
g2743	1040.0394627865826	866.1605693159112	850.290375386296	905.3871654587738	902.2385262869657	928.8730740196617
g2744	258.02505756155676	257.5942213578918	225.7318496561238	279.9552419510682	287.59880163974316	241.36376813972038
g2745	938.8142478970487	1184.9334182463022	1084.6263538409717	758.4603008887096	808.5634880385921	845.2570773585877
g2746	4134.355345390175	4625.426237257644	4885.626781907093	3399.172866810133	2977.8801632640834	3225.0225378861433
g2747	835.604224872426	671.3549394140055	678.2077994152598	381.2156486142205	410.8554309139188	407.821539270562
g2748	2945.4552724719247	3348.724877652593	4637.119297195978	2428.26426174579	2511.1483937458715	2511.5767885974433
g2749	468.41471988097993	579.5869980552566	474.7454595906819	921.2711508176997	739.5397756450539	777.8997467149449
g275	744.3030506583368	561.8773953369015	657.9627904774909	750.5183082092467	663.9423763568927	759.3184141235951
g2750	391.0072026125129	442.7400679588765	472.72095869690503	407.02712482247506	419.0725395321972	366.9813186791578
g2751	478.3387605564244	560.2674314534146	583.0562574077458	464.6065717485813	586.701555345076	527.4388678273762
g2752	502.1564581774912	421.8105374735478	382.6306689238332	293.85372914012834	335.2580316257577	323.23776487035525
g2753	2336.119174999633	2158.9615677558304	2043.7336522677756	1987.4836680355977	2103.579806279264	1993.6221426135685
g2754	1097.5988987041605	771.1727001901885	837.1311195767462	960.9811142150143	1033.7122641794197	1022.3604036198901
g2755	174.66311588782304	148.11667728078777	192.32758490880505	136.9993737207355	151.1947985763221	145.55377196557316
g2756	1178.9760322428053	1204.252984848144	1026.421953144886	1628.1084992899002	1628.630928142774	1570.7032706125347
g2757	125.04291251060057	181.92591883401107	115.39655094528302	75.44893045489782	57.51976032794863	72.77688598278658
g2758	3560.7457943494833	3662.667834932524	3418.3697591422874	3978.9383324109267	4149.63985223058	4021.6971727402647
g2759	672.8499577951364	953.0986190241996	776.3960927634392	953.0391215355513	885.804309050409	842.3537441411893
g276	668.8803415249587	577.9770341717697	680.2323003090368	714.7793411516635	617.9265680945339	735.7046372887547
